Sample Name	Protocol REF	Parameter Value[Concentration measurement]	Performer	Date	Extract Name	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Provider name]	Parameter Value[Provider contact]	Parameter Value[Provider project ID]	Parameter Value[Provider sample ID]	Parameter Value[Provider QC status]	Parameter Value[Requestor contact]	Parameter Value[Requestor project]	Parameter Value[Requestor sample ID]	Parameter Value[Concentration measurement]	Parameter Value[Library source]	Parameter Value[Library strategy]	Parameter Value[Library selection]	Parameter Value[Library layout]	Parameter Value[Library kit]	Parameter Value[Target insert size]	Parameter Value[Wet-lab insert size]	Performer	Date	Extract Name	Characteristics[Folder name]	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Platform]	Parameter Value[Instrument model]	Parameter Value[Base quality encoding]	Parameter Value[Center name]	Parameter Value[Center contact]	Performer	Date	Raw Data File
P3694-N1	Nucleic acid extraction WGS				P3694-N1-DNA1					Library construction WGS																			P13694-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3695-N1	Nucleic acid extraction WGS				P3695-N1-DNA1					Library construction WGS																			P13695-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3696-N1	Nucleic acid extraction WGS				P3696-N1-DNA1					Library construction WGS																			P13696-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3697-N1	Nucleic acid extraction WGS				P3697-N1-DNA1					Library construction WGS																			P13697-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3698-N1	Nucleic acid extraction WGS				P3698-N1-DNA1					Library construction WGS																			P13698-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3699-N1	Nucleic acid extraction WGS				P3699-N1-DNA1					Library construction WGS																			P13699-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3700-N1	Nucleic acid extraction WGS				P3700-N1-DNA1					Library construction WGS																			P13700-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3701-N1	Nucleic acid extraction WGS				P3701-N1-DNA1					Library construction WGS																			P13701-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3702-N1	Nucleic acid extraction WGS				P3702-N1-DNA1					Library construction WGS																			P13702-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3703-N1	Nucleic acid extraction WGS				P3703-N1-DNA1					Library construction WGS																			P13703-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3704-N1	Nucleic acid extraction WGS				P3704-N1-DNA1					Library construction WGS																			P13704-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3705-N1	Nucleic acid extraction WGS				P3705-N1-DNA1					Library construction WGS																			P13705-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3706-N1	Nucleic acid extraction WGS				P3706-N1-DNA1					Library construction WGS																			P13706-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3707-N1	Nucleic acid extraction WGS				P3707-N1-DNA1					Library construction WGS																			P13707-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3708-N1	Nucleic acid extraction WGS				P3708-N1-DNA1					Library construction WGS																			P13708-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3709-N1	Nucleic acid extraction WGS				P3709-N1-DNA1					Library construction WGS																			P13709-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3710-N1	Nucleic acid extraction WGS				P3710-N1-DNA1					Library construction WGS																			P13710-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3711-N1	Nucleic acid extraction WGS				P3711-N1-DNA1					Library construction WGS																			P13711-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3712-N1	Nucleic acid extraction WGS				P3712-N1-DNA1					Library construction WGS																			P13712-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3713-N1	Nucleic acid extraction WGS				P3713-N1-DNA1					Library construction WGS																			P13713-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3714-N1	Nucleic acid extraction WGS				P3714-N1-DNA1					Library construction WGS																			P13714-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3715-N1	Nucleic acid extraction WGS				P3715-N1-DNA1					Library construction WGS																			P13715-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3716-N1	Nucleic acid extraction WGS				P3716-N1-DNA1					Library construction WGS																			P13716-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3717-N1	Nucleic acid extraction WGS				P3717-N1-DNA1					Library construction WGS																			P13717-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3718-N1	Nucleic acid extraction WGS				P3718-N1-DNA1					Library construction WGS																			P13718-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3719-N1	Nucleic acid extraction WGS				P3719-N1-DNA1					Library construction WGS																			P13719-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3720-N1	Nucleic acid extraction WGS				P3720-N1-DNA1					Library construction WGS																			P13720-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3721-N1	Nucleic acid extraction WGS				P3721-N1-DNA1					Library construction WGS																			P13721-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3722-N1	Nucleic acid extraction WGS				P3722-N1-DNA1					Library construction WGS																			P13722-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3723-N1	Nucleic acid extraction WGS				P3723-N1-DNA1					Library construction WGS																			P13723-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3724-N1	Nucleic acid extraction WGS				P3724-N1-DNA1					Library construction WGS																			P13724-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3725-N1	Nucleic acid extraction WGS				P3725-N1-DNA1					Library construction WGS																			P13725-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3726-N1	Nucleic acid extraction WGS				P3726-N1-DNA1					Library construction WGS																			P13726-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3727-N1	Nucleic acid extraction WGS				P3727-N1-DNA1					Library construction WGS																			P13727-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3728-N1	Nucleic acid extraction WGS				P3728-N1-DNA1					Library construction WGS																			P13728-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3729-N1	Nucleic acid extraction WGS				P3729-N1-DNA1					Library construction WGS																			P13729-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3730-N1	Nucleic acid extraction WGS				P3730-N1-DNA1					Library construction WGS																			P13730-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3731-N1	Nucleic acid extraction WGS				P3731-N1-DNA1					Library construction WGS																			P13731-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3732-N1	Nucleic acid extraction WGS				P3732-N1-DNA1					Library construction WGS																			P13732-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3733-N1	Nucleic acid extraction WGS				P3733-N1-DNA1					Library construction WGS																			P13733-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3734-N1	Nucleic acid extraction WGS				P3734-N1-DNA1					Library construction WGS																			P13734-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3735-N1	Nucleic acid extraction WGS				P3735-N1-DNA1					Library construction WGS																			P13735-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3736-N1	Nucleic acid extraction WGS				P3736-N1-DNA1					Library construction WGS																			P13736-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3737-N1	Nucleic acid extraction WGS				P3737-N1-DNA1					Library construction WGS																			P13737-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3738-N1	Nucleic acid extraction WGS				P3738-N1-DNA1					Library construction WGS																			P13738-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3739-N1	Nucleic acid extraction WGS				P3739-N1-DNA1					Library construction WGS																			P13739-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3740-N1	Nucleic acid extraction WGS				P3740-N1-DNA1					Library construction WGS																			P13740-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3741-N1	Nucleic acid extraction WGS				P3741-N1-DNA1					Library construction WGS																			P13741-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3742-N1	Nucleic acid extraction WGS				P3742-N1-DNA1					Library construction WGS																			P13742-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3743-N1	Nucleic acid extraction WGS				P3743-N1-DNA1					Library construction WGS																			P13743-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3744-N1	Nucleic acid extraction WGS				P3744-N1-DNA1					Library construction WGS																			P13744-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3745-N1	Nucleic acid extraction WGS				P3745-N1-DNA1					Library construction WGS																			P13745-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3746-N1	Nucleic acid extraction WGS				P3746-N1-DNA1					Library construction WGS																			P13746-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3747-N1	Nucleic acid extraction WGS				P3747-N1-DNA1					Library construction WGS																			P13747-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3748-N1	Nucleic acid extraction WGS				P3748-N1-DNA1					Library construction WGS																			P13748-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3749-N1	Nucleic acid extraction WGS				P3749-N1-DNA1					Library construction WGS																			P13749-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3750-N1	Nucleic acid extraction WGS				P3750-N1-DNA1					Library construction WGS																			P13750-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3751-N1	Nucleic acid extraction WGS				P3751-N1-DNA1					Library construction WGS																			P13751-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3752-N1	Nucleic acid extraction WGS				P3752-N1-DNA1					Library construction WGS																			P13752-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3753-N1	Nucleic acid extraction WGS				P3753-N1-DNA1					Library construction WGS																			P13753-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3754-N1	Nucleic acid extraction WGS				P3754-N1-DNA1					Library construction WGS																			P13754-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3755-N1	Nucleic acid extraction WGS				P3755-N1-DNA1					Library construction WGS																			P13755-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3756-N1	Nucleic acid extraction WGS				P3756-N1-DNA1					Library construction WGS																			P13756-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3757-N1	Nucleic acid extraction WGS				P3757-N1-DNA1					Library construction WGS																			P13757-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3758-N1	Nucleic acid extraction WGS				P3758-N1-DNA1					Library construction WGS																			P13758-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3759-N1	Nucleic acid extraction WGS				P3759-N1-DNA1					Library construction WGS																			P13759-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3760-N1	Nucleic acid extraction WGS				P3760-N1-DNA1					Library construction WGS																			P13760-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3761-N1	Nucleic acid extraction WGS				P3761-N1-DNA1					Library construction WGS																			P13761-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3762-N1	Nucleic acid extraction WGS				P3762-N1-DNA1					Library construction WGS																			P13762-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3763-N1	Nucleic acid extraction WGS				P3763-N1-DNA1					Library construction WGS																			P13763-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3764-N1	Nucleic acid extraction WGS				P3764-N1-DNA1					Library construction WGS																			P13764-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3765-N1	Nucleic acid extraction WGS				P3765-N1-DNA1					Library construction WGS																			P13765-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3766-N1	Nucleic acid extraction WGS				P3766-N1-DNA1					Library construction WGS																			P13766-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3767-N1	Nucleic acid extraction WGS				P3767-N1-DNA1					Library construction WGS																			P13767-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3768-N1	Nucleic acid extraction WGS				P3768-N1-DNA1					Library construction WGS																			P13768-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3769-N1	Nucleic acid extraction WGS				P3769-N1-DNA1					Library construction WGS																			P13769-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3770-N1	Nucleic acid extraction WGS				P3770-N1-DNA1					Library construction WGS																			P13770-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3771-N1	Nucleic acid extraction WGS				P3771-N1-DNA1					Library construction WGS																			P13771-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3772-N1	Nucleic acid extraction WGS				P3772-N1-DNA1					Library construction WGS																			P13772-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3773-N1	Nucleic acid extraction WGS				P3773-N1-DNA1					Library construction WGS																			P13773-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3774-N1	Nucleic acid extraction WGS				P3774-N1-DNA1					Library construction WGS																			P13774-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3775-N1	Nucleic acid extraction WGS				P3775-N1-DNA1					Library construction WGS																			P13775-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3776-N1	Nucleic acid extraction WGS				P3776-N1-DNA1					Library construction WGS																			P13776-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3777-N1	Nucleic acid extraction WGS				P3777-N1-DNA1					Library construction WGS																			P13777-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3778-N1	Nucleic acid extraction WGS				P3778-N1-DNA1					Library construction WGS																			P13778-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3779-N1	Nucleic acid extraction WGS				P3779-N1-DNA1					Library construction WGS																			P13779-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3780-N1	Nucleic acid extraction WGS				P3780-N1-DNA1					Library construction WGS																			P13780-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3781-N1	Nucleic acid extraction WGS				P3781-N1-DNA1					Library construction WGS																			P13781-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3782-N1	Nucleic acid extraction WGS				P3782-N1-DNA1					Library construction WGS																			P13782-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3783-N1	Nucleic acid extraction WGS				P3783-N1-DNA1					Library construction WGS																			P13783-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3784-N1	Nucleic acid extraction WGS				P3784-N1-DNA1					Library construction WGS																			P13784-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3785-N1	Nucleic acid extraction WGS				P3785-N1-DNA1					Library construction WGS																			P13785-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3786-N1	Nucleic acid extraction WGS				P3786-N1-DNA1					Library construction WGS																			P13786-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3787-N1	Nucleic acid extraction WGS				P3787-N1-DNA1					Library construction WGS																			P13787-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3788-N1	Nucleic acid extraction WGS				P3788-N1-DNA1					Library construction WGS																			P13788-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3789-N1	Nucleic acid extraction WGS				P3789-N1-DNA1					Library construction WGS																			P13789-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3790-N1	Nucleic acid extraction WGS				P3790-N1-DNA1					Library construction WGS																			P13790-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3791-N1	Nucleic acid extraction WGS				P3791-N1-DNA1					Library construction WGS																			P13791-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3792-N1	Nucleic acid extraction WGS				P3792-N1-DNA1					Library construction WGS																			P13792-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3793-N1	Nucleic acid extraction WGS				P3793-N1-DNA1					Library construction WGS																			P13793-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3794-N1	Nucleic acid extraction WGS				P3794-N1-DNA1					Library construction WGS																			P13794-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3795-N1	Nucleic acid extraction WGS				P3795-N1-DNA1					Library construction WGS																			P13795-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3796-N1	Nucleic acid extraction WGS				P3796-N1-DNA1					Library construction WGS																			P13796-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3797-N1	Nucleic acid extraction WGS				P3797-N1-DNA1					Library construction WGS																			P13797-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3798-N1	Nucleic acid extraction WGS				P3798-N1-DNA1					Library construction WGS																			P13798-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3799-N1	Nucleic acid extraction WGS				P3799-N1-DNA1					Library construction WGS																			P13799-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3800-N1	Nucleic acid extraction WGS				P3800-N1-DNA1					Library construction WGS																			P13800-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3801-N1	Nucleic acid extraction WGS				P3801-N1-DNA1					Library construction WGS																			P13801-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3802-N1	Nucleic acid extraction WGS				P3802-N1-DNA1					Library construction WGS																			P13802-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3803-N1	Nucleic acid extraction WGS				P3803-N1-DNA1					Library construction WGS																			P13803-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3804-N1	Nucleic acid extraction WGS				P3804-N1-DNA1					Library construction WGS																			P13804-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3805-N1	Nucleic acid extraction WGS				P3805-N1-DNA1					Library construction WGS																			P13805-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3806-N1	Nucleic acid extraction WGS				P3806-N1-DNA1					Library construction WGS																			P13806-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3807-N1	Nucleic acid extraction WGS				P3807-N1-DNA1					Library construction WGS																			P13807-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3808-N1	Nucleic acid extraction WGS				P3808-N1-DNA1					Library construction WGS																			P13808-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3809-N1	Nucleic acid extraction WGS				P3809-N1-DNA1					Library construction WGS																			P13809-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3810-N1	Nucleic acid extraction WGS				P3810-N1-DNA1					Library construction WGS																			P13810-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3811-N1	Nucleic acid extraction WGS				P3811-N1-DNA1					Library construction WGS																			P13811-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3812-N1	Nucleic acid extraction WGS				P3812-N1-DNA1					Library construction WGS																			P13812-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3813-N1	Nucleic acid extraction WGS				P3813-N1-DNA1					Library construction WGS																			P13813-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3814-N1	Nucleic acid extraction WGS				P3814-N1-DNA1					Library construction WGS																			P13814-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3815-N1	Nucleic acid extraction WGS				P3815-N1-DNA1					Library construction WGS																			P13815-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3816-N1	Nucleic acid extraction WGS				P3816-N1-DNA1					Library construction WGS																			P13816-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3817-N1	Nucleic acid extraction WGS				P3817-N1-DNA1					Library construction WGS																			P13817-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3818-N1	Nucleic acid extraction WGS				P3818-N1-DNA1					Library construction WGS																			P13818-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3819-N1	Nucleic acid extraction WGS				P3819-N1-DNA1					Library construction WGS																			P13819-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3820-N1	Nucleic acid extraction WGS				P3820-N1-DNA1					Library construction WGS																			P13820-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3821-N1	Nucleic acid extraction WGS				P3821-N1-DNA1					Library construction WGS																			P13821-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3822-N1	Nucleic acid extraction WGS				P3822-N1-DNA1					Library construction WGS																			P13822-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3823-N1	Nucleic acid extraction WGS				P3823-N1-DNA1					Library construction WGS																			P13823-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3824-N1	Nucleic acid extraction WGS				P3824-N1-DNA1					Library construction WGS																			P13824-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3825-N1	Nucleic acid extraction WGS				P3825-N1-DNA1					Library construction WGS																			P13825-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3826-N1	Nucleic acid extraction WGS				P3826-N1-DNA1					Library construction WGS																			P13826-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3827-N1	Nucleic acid extraction WGS				P3827-N1-DNA1					Library construction WGS																			P13827-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3828-N1	Nucleic acid extraction WGS				P3828-N1-DNA1					Library construction WGS																			P13828-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3829-N1	Nucleic acid extraction WGS				P3829-N1-DNA1					Library construction WGS																			P13829-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3830-N1	Nucleic acid extraction WGS				P3830-N1-DNA1					Library construction WGS																			P13830-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3831-N1	Nucleic acid extraction WGS				P3831-N1-DNA1					Library construction WGS																			P13831-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3832-N1	Nucleic acid extraction WGS				P3832-N1-DNA1					Library construction WGS																			P13832-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3833-N1	Nucleic acid extraction WGS				P3833-N1-DNA1					Library construction WGS																			P13833-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3834-N1	Nucleic acid extraction WGS				P3834-N1-DNA1					Library construction WGS																			P13834-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3835-N1	Nucleic acid extraction WGS				P3835-N1-DNA1					Library construction WGS																			P13835-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3836-N1	Nucleic acid extraction WGS				P3836-N1-DNA1					Library construction WGS																			P13836-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3837-N1	Nucleic acid extraction WGS				P3837-N1-DNA1					Library construction WGS																			P13837-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3838-N1	Nucleic acid extraction WGS				P3838-N1-DNA1					Library construction WGS																			P13838-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3839-N1	Nucleic acid extraction WGS				P3839-N1-DNA1					Library construction WGS																			P13839-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3840-N1	Nucleic acid extraction WGS				P3840-N1-DNA1					Library construction WGS																			P13840-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3841-N1	Nucleic acid extraction WGS				P3841-N1-DNA1					Library construction WGS																			P13841-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3842-N1	Nucleic acid extraction WGS				P3842-N1-DNA1					Library construction WGS																			P13842-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3843-N1	Nucleic acid extraction WGS				P3843-N1-DNA1					Library construction WGS																			P13843-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3844-N1	Nucleic acid extraction WGS				P3844-N1-DNA1					Library construction WGS																			P13844-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3845-N1	Nucleic acid extraction WGS				P3845-N1-DNA1					Library construction WGS																			P13845-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3846-N1	Nucleic acid extraction WGS				P3846-N1-DNA1					Library construction WGS																			P13846-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3847-N1	Nucleic acid extraction WGS				P3847-N1-DNA1					Library construction WGS																			P13847-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3848-N1	Nucleic acid extraction WGS				P3848-N1-DNA1					Library construction WGS																			P13848-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3849-N1	Nucleic acid extraction WGS				P3849-N1-DNA1					Library construction WGS																			P13849-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3850-N1	Nucleic acid extraction WGS				P3850-N1-DNA1					Library construction WGS																			P13850-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3851-N1	Nucleic acid extraction WGS				P3851-N1-DNA1					Library construction WGS																			P13851-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3852-N1	Nucleic acid extraction WGS				P3852-N1-DNA1					Library construction WGS																			P13852-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3853-N1	Nucleic acid extraction WGS				P3853-N1-DNA1					Library construction WGS																			P13853-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3854-N1	Nucleic acid extraction WGS				P3854-N1-DNA1					Library construction WGS																			P13854-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3855-N1	Nucleic acid extraction WGS				P3855-N1-DNA1					Library construction WGS																			P13855-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3856-N1	Nucleic acid extraction WGS				P3856-N1-DNA1					Library construction WGS																			P13856-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3857-N1	Nucleic acid extraction WGS				P3857-N1-DNA1					Library construction WGS																			P13857-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3858-N1	Nucleic acid extraction WGS				P3858-N1-DNA1					Library construction WGS																			P13858-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3859-N1	Nucleic acid extraction WGS				P3859-N1-DNA1					Library construction WGS																			P13859-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3860-N1	Nucleic acid extraction WGS				P3860-N1-DNA1					Library construction WGS																			P13860-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3861-N1	Nucleic acid extraction WGS				P3861-N1-DNA1					Library construction WGS																			P13861-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3862-N1	Nucleic acid extraction WGS				P3862-N1-DNA1					Library construction WGS																			P13862-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3863-N1	Nucleic acid extraction WGS				P3863-N1-DNA1					Library construction WGS																			P13863-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3864-N1	Nucleic acid extraction WGS				P3864-N1-DNA1					Library construction WGS																			P13864-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3865-N1	Nucleic acid extraction WGS				P3865-N1-DNA1					Library construction WGS																			P13865-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3866-N1	Nucleic acid extraction WGS				P3866-N1-DNA1					Library construction WGS																			P13866-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3867-N1	Nucleic acid extraction WGS				P3867-N1-DNA1					Library construction WGS																			P13867-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3868-N1	Nucleic acid extraction WGS				P3868-N1-DNA1					Library construction WGS																			P13868-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3869-N1	Nucleic acid extraction WGS				P3869-N1-DNA1					Library construction WGS																			P13869-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3870-N1	Nucleic acid extraction WGS				P3870-N1-DNA1					Library construction WGS																			P13870-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3871-N1	Nucleic acid extraction WGS				P3871-N1-DNA1					Library construction WGS																			P13871-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3872-N1	Nucleic acid extraction WGS				P3872-N1-DNA1					Library construction WGS																			P13872-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P3873-N1	Nucleic acid extraction WGS				P3873-N1-DNA1					Library construction WGS																			P13873-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
